iso,code,country,B.2.4.8_raw_2020
SLB,90,Solomon Islands,0
SLE,694,Sierra Leone,2
SLV,222,El Salvador,3
SMR,674,San Marino,0
SOM,706,Somalia,0
SRB,688,Serbia,0
SSD,728,South Sudan,0
STP,678,Sao Tome and Principe,2
SUR,740,Suriname,1
SVK,703,Slovakia,0
SVN,705,Slovenia,0
SWE,752,Sweden,0
SWZ,748,Eswatini,0
SXM,534,Sint Maarten,0
SYC,690,Seychelles,3
SYR,760,Syria,0
TCA,796,Turks and Caicos Islands,0
TCD,148,Chad,0
TGO,768,Togo,0
THA,764,Thailand,89
TJK,762,Tajikistan,0
TKM,795,Turkmenistan,0
TLS,626,Timor-Leste,0
TON,776,Tonga,0
TTO,780,Trinidad and Tobago,0
TUN,788,Tunisia,0
TUR,792,Turkey,2
TUV,798,Tuvalu,0
TWN,158,Taiwan,34
TZA,834,Tanzania,6
UGA,800,Uganda,6
UKR,804,Ukraine,0
URY,858,Uruguay,0
USA,840,United States of America,0
UZB,860,Uzbekistan,0
VAT,336,Holy See,0
VCT,670,Saint Vincent and the Grenadines,0
VEN,862,Venezuela,19
VGB,92,British Virgin Islands,0
VNM,704,Viet Nam,40
VUT,548,Vanuatu,0
WLF,876,Wallis and Futuna Islands,0
WSM,882,Samoa,0
XKX,689,Kosovo,NA
YEM,887,Yemen,3
ZAF,710,South Africa,7
ZMB,894,Zambia,1
ZWE,716,Zimbabwe,0
